X,Y,Z,Settlement_carga_mm
0.0,20.0,-18.116666666666667,0.11857086885694557
0.0,20.0,-16.233333333333334,0.15914883815249325
0.0,20.0,-14.35,0.1676431880056839
0.0,20.0,-12.466666666666665,0.15316933267107657
0.0,20.0,-10.583333333333332,0.13628155332258274
0.0,2.0,-20.0,0.0
0.0,4.0,-20.0,0.0
0.0,6.0,-20.0,0.0
0.0,8.0,-20.0,0.0
0.0,10.0,-20.0,0.0
0.0,12.0,-20.0,0.0
0.0,14.0,-20.0,0.0
0.0,16.0,-20.0,0.0
0.0,18.0,-20.0,0.0
15.0,0.0,-18.116666666666667,0.29343317161566596
15.0,0.0,-16.233333333333334,0.4574382570765607
15.0,0.0,-14.35,0.56290800454736
15.0,0.0,-12.466666666666665,0.6201913491300104
15.0,0.0,-10.583333333333332,0.6407727997088273
15.0,20.0,-18.116666666666667,0.10393619760488448
15.0,20.0,-16.233333333333334,0.12281485771566025
15.0,20.0,-14.35,0.09969306472444117
15.0,20.0,-12.466666666666665,0.056502297551105585
15.0,20.0,-10.583333333333332,0.005801379106671334
15.0,2.0,-20.0,0.0
15.0,4.0,-20.0,0.0
15.0,6.0,-20.0,0.0
15.0,8.0,-20.0,0.0
15.0,10.0,-20.0,0.0
15.0,12.0,-20.0,0.0
15.0,14.0,-20.0,0.0
15.0,16.0,-20.0,0.0
15.0,18.0,-20.0,0.0
1.875,0.0,-20.0,0.0
3.75,0.0,-20.0,0.0
5.625,0.0,-20.0,0.0
7.5,0.0,-20.0,0.0
9.375,0.0,-20.0,0.0
11.25,0.0,-20.0,0.0
13.125,0.0,-20.0,0.0
1.875,20.0,-20.0,0.0
3.75,20.0,-20.0,0.0
5.625,20.0,-20.0,0.0
7.5,20.0,-20.0,0.0
9.375,20.0,-20.0,0.0
11.25,20.0,-20.0,0.0
13.125,20.0,-20.0,0.0
0.0,0.0,-3.5000000000000013,35.4815335310803
0.0,0.5714285714285704,-3.0,35.4681994855182
0.0,1.1428571428571417,-3.0,35.424410351302996
0.0,1.7142857142857109,-3.0,35.36268996916708
0.0,2.28571428571428,-3.0,35.28093467747428
0.0,2.8571428571428528,-3.0,35.1866520472194
0.0,3.428571428571426,-3.0,35.08204191634037
0.6,0.0,-3.0,35.47359341031911
1.2,0.0,-3.0,35.44508127216706
1.8,0.0,-3.0,35.4065548389423
2.4,0.0,-3.0,35.359979559275544
0.0,4.432442262947849,-3.13692760079592,26.99054524141725
0.0,4.587296111322145,-2.075322652352323,23.935072386249985
0.0,7.651016198149121,-5.121912507736294,4.66958406438026
0.0,6.6670403694583555,-0.9036392348646167,10.741205988226199
0.0,3.692196170780605,-4.4843623165318025,30.266043275178077
0.0,4.264767866311775,-4.447517513047615,25.45915250535697
0.0,9.893761367150429,-1.4879967285334033,2.1740213541625053
0.0,1.4310992244994258,-4.497259528294991,31.45793430047759
0.0,2.533506345575286,-4.512687121840013,31.059932399020212
