X,Y,Z,Settlement_gravedad_mm
1.045305807748509,0.0,-7.848246434658414,363.5613563462194
1.3238580969922227,0.0,-7.686359453781572,365.4320220796496
1.6133456136510043,0.0,-7.504488739966435,367.4475230524868
1.5706829796806134,0.0,-7.109834805120833,371.8726004841214
1.3693383643579735,0.0,-6.777420712022815,375.5143308560445
1.5520789499447107,0.0,-6.240914217105983,380.89145573461855
1.3769749596611849,0.0,-8.062107845924238,360.82816829103325
1.653802904874897,0.0,-15.843412777863442,214.04892889317222
0.2499055031088221,0.0,-7.421526387010614,368.6902664815868
0.5270669518767365,0.0,-7.229365405751675,370.83704667512177
0.6086377069042753,0.0,-5.307910365256998,389.9276704884524
0.2617212282500986,0.0,-8.319384546023556,357.780425072886
0.5999521574747982,0.0,-8.578352224025528,354.3737910237181
0.9886408404716703,0.0,-7.074040429299998,372.47900656284423
0.2555486742920909,0.0,-8.622051485082515,353.7766129548576
0.48060443777719336,0.0,-5.554212489577827,387.75816935684935
0.2088406827256673,0.0,-5.479067433400983,388.4639442693324
0.9419644082708843,0.0,-5.8097422231473725,385.2792429084612
1.357297477567557,0.0,-6.451327145534355,378.885022221817
2.593055678737355,0.0,-8.71980206861202,351.9188235371886
0.7517146039087912,0.0,-11.491828625173321,307.65978425276637
2.0319764598144894,0.0,-12.046822642229458,297.507696515771
2.4492738679008585,0.0,-6.250268239529296,380.256422817544
0.21966438808778402,0.0,-6.89492996935388,374.5369837662302
3.0264089278784874,0.0,-16.170870799699877,207.13317850281376
0.4374067601433656,0.0,-6.9433598200314,374.0151710694743
0.7051370761435264,0.0,-5.500261072101338,388.1883821948377
0.9952032020570794,0.0,-7.308918348288431,369.8546470089002
2.0911448446924563,0.0,-5.787725186505185,384.89829965316363
2.2825182400380783,0.0,-10.400086455234671,326.98715153998455
0.20558043238657453,0.0,-6.510408008626545,378.58100010039476
1.0614487982684861,0.0,-5.346301161628814,389.453294792593
2.1690947743459543,0.0,-7.374407720902923,368.6682771671228
0.7884507262187241,0.0,-16.597825364202563,196.20188891207945
0.17698084312816909,0.0,-5.2805725787891085,390.2274158077577
1.7743380040472527,0.0,-6.5714272597198224,377.49278337879144
2.626494256618097,0.0,-6.944357676617022,373.08164517544054
0.8953853552844406,0.0,-5.546940765025273,387.7169499246636
2.1934212003443454,0.0,-9.64825012856822,338.6135777426396
0.789241866254844,0.0,-9.064483687403644,347.6619656341043
1.0925882591560594,0.0,-8.606159123200442,353.9181193800491
1.0563251604906514,0.0,-8.153213426513414,359.77437489979155
1.6290720402252548,0.0,-8.456538814740401,355.6894705450996
0.7917382210898064,0.0,-8.320038837519839,357.7160128553275
0.7862920884564126,0.0,-8.008345087134426,361.6671056809603
1.278706163900171,0.0,-8.319806424071519,357.6133628789404
1.2728306690409354,0.0,-7.036343602652867,372.77079230664395
0.7786348062071355,0.0,-7.195465752028134,371.1778412200093
0.3892966519178086,0.0,-9.383676367646064,343.04890908409146
1.054839451159172,0.0,-8.349804452826303,357.26552797154187
2.2623214535412446,5.0,-6.387257414165681,376.32837071790874
2.2623214535412437,5.0,-16.212742585834317,211.050384037719
1.534102143846719,5.0,-13.071428571428573,277.4934383705629
1.5341021438467197,5.0,-9.528571428571428,337.9534900787295
2.9658978561532807,5.0,-11.3,309.4303066506074
1.323352824288587,5.0,-15.024196564236641,237.26000261132884
1.3233528242885875,5.0,-7.57580343576336,363.7371209658905
3.103463223957017,5.0,-14.80676760767782,243.21721167730422
3.103463223957017,5.0,-7.79323239232218,359.9495812262832
